# x   u(x,0.5)
1.000000000000000056e-01 -3.026627002581748093e+04
2.000000000000000111e-01 6.058805498096905649e+04
3.000000000000000444e-01 -8.986284234502956679e+04
4.000000000000000222e-01 1.152255379169416265e+05
5.000000000000000000e-01 -1.323283928137809562e+05
6.000000000000000888e-01 1.364788159147612168e+05
7.000000000000000666e-01 -1.242513685174980783e+05
8.000000000000000444e-01 9.497658115300006466e+04
9.000000000000000222e-01 -5.151954802292921522e+04
